relational_fraction,ratio,seed,detected_pair,routing_correct,kurtosis_dev_true_pair,kurtosis_dev_strongest_competitor,oracle_ari_on_detected_pair
0.12,3.0,5012,"feature_3,feature_4",True,105.92693875080363,11.095594248148485,0.9820438274105382
0.12,3.0,5013,"feature_3,feature_4",True,111.32753304098077,10.99344941980227,0.9880172114715594
0.12,3.0,5014,"feature_3,feature_4",True,98.54877349977089,10.86756493227946,0.9940026023347134
0.12,4.0,5000,"feature_3,feature_4",True,185.7430857272729,10.617358814431924,1.0
0.12,4.0,5001,"feature_3,feature_4",True,190.86926598631493,10.791497438331232,0.9940026023347134
0.12,4.0,5002,"feature_3,feature_4",True,187.69332738108272,10.773163359807189,1.0
0.12,4.0,5003,"feature_3,feature_4",True,198.53852425949668,10.685775755076902,1.0
0.12,4.0,5004,"feature_3,feature_4",True,198.58611930111766,10.75250720074537,1.0
0.12,4.0,5005,"feature_3,feature_4",True,199.15083933389198,10.78749848691908,1.0
0.12,4.0,5006,"feature_3,feature_4",True,191.26254947801016,11.065632029589496,1.0
0.12,4.0,5007,"feature_3,feature_4",True,202.0429422807552,11.17929714678582,0.9940026023347134
0.12,4.0,5008,"feature_3,feature_4",True,196.3957211201655,10.940848867618154,1.0
0.12,4.0,5009,"feature_3,feature_4",True,202.36671566891405,10.867620474696102,1.0
0.12,4.0,5010,"feature_3,feature_4",True,203.72670974625444,10.905404829714097,1.0
0.12,4.0,5011,"feature_3,feature_4",True,189.73835563519862,10.85653396908331,1.0
0.12,4.0,5012,"feature_3,feature_4",True,191.07256519863964,11.095594248148485,0.9940026023347134
0.12,4.0,5013,"feature_3,feature_4",True,200.31028220917506,10.99344941980227,1.0
0.12,4.0,5014,"feature_3,feature_4",True,178.12426163387426,10.86756493227946,1.0
0.2,1.2,5000,"feature_3,feature_4",True,23.405013722758127,10.617358814431924,0.7504071507600221
0.2,1.2,5001,"feature_3,feature_4",True,23.47751843480846,10.791497438331232,0.7488563189845474
0.2,1.2,5002,"feature_3,feature_4",True,23.221180544150236,10.773163359807189,0.7188776902482931
0.2,1.2,5003,"feature_3,feature_4",True,23.329415844270805,10.685775755076902,0.6824280878871568
0.2,1.2,5004,"feature_3,feature_4",True,24.282101282824286,10.75250720074537,0.7692885186718175
0.2,1.2,5005,"feature_3,feature_4",True,23.666687890544033,10.78749848691908,0.7311965013977694
0.2,1.2,5006,"feature_3,feature_4",True,23.63511739153324,11.065632029589496,0.7394559709684659
0.2,1.2,5007,"feature_3,feature_4",True,24.664614065022125,11.17929714678582,0.7147901913868858
0.2,1.2,5008,"feature_3,feature_4",True,23.34254099922824,10.940848867618154,0.7299525266432223
0.2,1.2,5009,"feature_3,feature_4",True,24.130558054687405,10.843637932042895,0.7447974590691685
0.2,1.2,5010,"feature_3,feature_4",True,24.050620388937663,10.763149261183463,0.7447974590691685
0.2,1.2,5011,"feature_3,feature_4",True,23.759650004475166,10.822700538925833,0.7367073192604856
0.2,1.2,5012,"feature_3,feature_4",True,22.82524470358044,11.028158504120729,0.6928688741721855
0.2,1.2,5013,"feature_3,feature_4",True,23.992518134864476,10.99344941980227,0.7270808452537348
0.2,1.2,5014,"feature_3,feature_4",True,22.755612298419877,10.86756493227946,0.7570016188373804
0.2,1.6,5000,"feature_3,feature_4",True,35.99119802539756,10.617358814431924,0.8518212235661302
0.2,1.6,5001,"feature_3,feature_4",True,35.925147357758135,10.791497438331232,0.8490269591611479
0.2,1.6,5002,"feature_3,feature_4",True,35.61708161504897,10.773163359807189,0.8192635186718175
0.2,1.6,5003,"feature_3,feature_4",True,35.67259191247582,10.685775755076902,0.8066456585724797
0.2,1.6,5004,"feature_3,feature_4",True,37.24084200199746,10.75250720074537,0.8388519238707337
0.2,1.6,5005,"feature_3,feature_4",True,36.35488378835718,10.78749848691908,0.8234878587196468
0.2,1.6,5006,"feature_3,feature_4",True,36.179057429108106,11.065632029589496,0.8277213921081678
0.2,1.6,5007,"feature_3,feature_4",True,37.75078559735973,11.17929714678582,0.8259662072023751
0.2,1.6,5008,"feature_3,feature_4",True,35.75526443463485,10.940848867618154,0.8234878587196468
0.2,1.6,5009,"feature_3,feature_4",True,37.05645263888605,10.843637932042895,0.8447474590691685
0.2,1.6,5010,"feature_3,feature_4",True,36.87335754114033,10.763149261183463,0.8277213921081678
0.2,1.6,5011,"feature_3,feature_4",True,36.52721750761221,10.822700538925833,0.8362160389072848
0.2,1.6,5012,"feature_3,feature_4",True,34.94688538308502,11.028158504120729,0.8046757528151953
0.2,1.6,5013,"feature_3,feature_4",True,36.720866415132704,10.99344941980227,0.8362160389072848
0.2,1.6,5014,"feature_3,feature_4",True,34.96504739184373,10.86756493227946,0.8388519238707337
0.2,2.3,5000,"feature_3,feature_4",True,68.49289763748713,10.617358814431924,0.9499928233075791
0.2,2.3,5001,"feature_3,feature_4",True,68.0263209746655,10.791497438331232,0.9590022971854305
0.2,2.3,5002,"feature_3,feature_4",True,67.68713596422486,10.773163359807189,0.945501876379691
0.2,2.3,5003,"feature_3,feature_4",True,67.71933032985285,10.685775755076902,0.9320841956401766
0.2,2.3,5004,"feature_3,feature_4",True,70.61088457244149,10.75250720074537,0.9410201227924945
0.2,2.3,5005,"feature_3,feature_4",True,69.20820164568735,10.78749848691908,0.9590022971854305
0.2,2.3,5006,"feature_3,feature_4",True,68.68911910755732,11.065632029589496,0.945501876379691
0.2,2.3,5007,"feature_3,feature_4",True,71.60012251802999,11.17929714678582,0.9365475625459897
0.2,2.3,5008,"feature_3,feature_4",True,67.8969149171535,10.940848867618154,0.954492963576159
0.2,2.3,5009,"feature_3,feature_4",True,70.42420432756904,10.843637932042895,0.9590022971854305
0.2,2.3,5010,"feature_3,feature_4",True,69.938102177,10.763149261183463,0.9365475625459897
0.2,2.3,5011,"feature_3,feature_4",True,69.54632986784284,10.822700538925833,0.9320841956401766
0.2,2.3,5012,"feature_3,feature_4",True,66.50503289945702,11.028158504120729,0.9231850418506254
0.2,2.3,5013,"feature_3,feature_4",True,69.59229501790001,10.99344941980227,0.9365475625459897
0.2,2.3,5014,"feature_3,feature_4",True,66.48680605454489,10.86756493227946,0.9410201227924945
0.2,3.0,5000,"feature_3,feature_4",True,113.9381286616677,10.617358814431924,0.9954079263245033
0.2,3.0,5001,"feature_3,feature_4",True,112.90361611855701,10.791497438331232,0.986251358995585
0.2,3.0,5002,"feature_3,feature_4",True,112.59142590174552,10.773163359807189,0.9908250459896983
0.2,3.0,5003,"feature_3,feature_4",True,112.68257111697676,10.685775755076902,0.9908250459896983
0.2,3.0,5004,"feature_3,feature_4",True,117.20486963271594,10.75250720074537,0.986251358995585
0.2,3.0,5005,"feature_3,feature_4",True,115.20326070480456,10.78749848691908,0.9816868653421633
0.2,3.0,5006,"feature_3,feature_4",True,114.26404378850015,11.065632029589496,0.9908250459896983
0.2,3.0,5007,"feature_3,feature_4",True,118.9382003542074,11.17929714678582,0.9954079263245033
0.2,3.0,5008,"feature_3,feature_4",True,112.92285104612046,10.940848867618154,0.9908250459896983
0.2,3.0,5009,"feature_3,feature_4",True,117.05603341523909,10.843637932042895,0.986251358995585
0.2,3.0,5010,"feature_3,feature_4",True,116.20116115094994,10.763149261183463,0.986251358995585
0.2,3.0,5011,"feature_3,feature_4",True,115.70540445937036,10.822700538925833,0.9954079263245033
0.2,3.0,5012,"feature_3,feature_4",True,110.78319673155083,11.028158504120729,0.9908250459896983
0.2,3.0,5013,"feature_3,feature_4",True,115.5875361037643,10.99344941980227,0.986251358995585
0.2,3.0,5014,"feature_3,feature_4",True,110.57794935048247,10.86756493227946,0.9954079263245033
0.2,4.0,5000,"feature_3,feature_4",True,200.68746052842948,10.617358814431924,1.0
0.2,4.0,5001,"feature_3,feature_4",True,198.58886096095029,10.791497438331232,0.9954079263245033
0.2,4.0,5002,"feature_3,feature_4",True,198.37387834037543,10.773163359807189,1.0
0.2,4.0,5003,"feature_3,feature_4",True,198.65805467555379,10.685775755076902,1.0
0.2,4.0,5004,"feature_3,feature_4",True,206.09159194604808,10.75250720074537,1.0
0.2,4.0,5005,"feature_3,feature_4",True,203.04142287500778,10.78749848691908,1.0
0.2,4.0,5006,"feature_3,feature_4",True,201.3669927282555,11.065632029589496,1.0
0.2,4.0,5007,"feature_3,feature_4",True,209.29368027706204,11.17929714678582,1.0
0.2,4.0,5008,"feature_3,feature_4",True,198.94622899846308,10.940848867618154,0.9954079263245033
0.2,4.0,5009,"feature_3,feature_4",True,206.03265181037472,10.843637932042895,1.0
0.2,4.0,5010,"feature_3,feature_4",True,204.57543030460917,10.763149261183463,0.9954079263245033
0.2,4.0,5011,"feature_3,feature_4",True,203.7864908613214,10.822700538925833,1.0
0.2,4.0,5012,"feature_3,feature_4",True,195.39490478395027,11.028158504120729,0.9954079263245033
0.2,4.0,5013,"feature_3,feature_4",True,203.43045106389815,10.99344941980227,0.9954079263245033
0.2,4.0,5014,"feature_3,feature_4",True,194.77665457009277,10.86756493227946,1.0
0.3,1.2,5000,"feature_3,feature_4",True,25.734482916579857,10.617358814431924,0.5711679459677591
0.3,1.2,5001,"feature_3,feature_4",True,25.59007976723741,10.791497438331232,0.5777402799311854
0.3,1.2,5002,"feature_3,feature_4",True,25.272827936430055,10.773163359807189,0.5876624662829472
0.3,1.2,5003,"feature_3,feature_4",True,25.325038597488298,10.685775755076902,0.5548857103413122
0.3,1.2,5004,"feature_3,feature_4",True,26.525412035229508,10.75250720074537,0.5876624662829472
0.3,1.2,5005,"feature_3,feature_4",True,25.747814338971963,10.78749848691908,0.5777402799311854
0.3,1.2,5006,"feature_3,feature_4",True,25.74297788009622,11.065632029589496,0.5744498672556974
0.3,1.2,5007,"feature_3,feature_4",True,26.100943348631837,11.17929714678582,0.5876624662829472
0.3,1.2,5008,"feature_3,feature_4",True,25.928952390442895,10.940848867618154,0.5744498672556974
0.3,1.2,5009,"feature_3,feature_4",True,25.586519868932832,10.843637932042895,0.5943197141218699
0.3,1.2,5010,"feature_3,feature_4",True,26.022614166392767,10.763149261183463,0.5976610751226558
0.3,1.2,5011,"feature_3,feature_4",True,25.526477743419743,10.645578112714501,0.5484322558035809
0.3,1.2,5012,"feature_3,feature_4",True,25.284873823432015,10.771443010567465,0.5876624662829472
0.3,1.2,5013,"feature_3,feature_4",True,26.384291748065017,10.99344941980227,0.5711679459677591
0.3,1.2,5014,"feature_3,feature_4",True,24.99138847955227,10.86756493227946,0.5876624662829472
0.3,1.6,5000,"feature_3,feature_4",True,39.03985877249155,10.617358814431924,0.6178875602659134
0.3,1.6,5001,"feature_3,feature_4",True,38.756421087394045,10.791497438331232,0.6077361064503112
0.3,1.6,5002,"feature_3,feature_4",True,38.253060753146556,10.773163359807189,0.6043692712868763
0.3,1.6,5003,"feature_3,feature_4",True,38.33876343740464,10.685775755076902,0.5976610751226558
0.3,1.6,5004,"feature_3,feature_4",True,40.13442114927072,10.75250720074537,0.6111114330012956
0.3,1.6,5005,"feature_3,feature_4",True,39.1319053285977,10.78749848691908,0.6144952509398297
0.3,1.6,5006,"feature_3,feature_4",True,38.94092068792805,11.065632029589496,0.6077361064503112
0.3,1.6,5007,"feature_3,feature_4",True,39.51079543905165,11.17929714678582,0.6077361064503112
0.3,1.6,5008,"feature_3,feature_4",True,39.269008812344396,10.940848867618154,0.6077361064503112
0.3,1.6,5009,"feature_3,feature_4",True,38.88786515306136,10.843637932042895,0.6144952509398297
0.3,1.6,5010,"feature_3,feature_4",True,39.46104373324286,10.763149261183463,0.6077361064503112
0.3,1.6,5011,"feature_3,feature_4",True,38.766872830294474,10.645578112714501,0.6077361064503112
0.3,1.6,5012,"feature_3,feature_4",True,38.35774344717254,10.771443010567465,0.6178875602659134
0.3,1.6,5013,"feature_3,feature_4",True,39.94121978479403,10.99344941980227,0.6077361064503112
0.3,1.6,5014,"feature_3,feature_4",True,37.91751655858479,10.86756493227946,0.6077361064503112
0.3,2.3,5000,"feature_3,feature_4",True,72.62861397076097,10.617358814431924,0.6178875602659134
0.3,2.3,5001,"feature_3,feature_4",True,71.97491179715945,10.791497438331232,0.6178875602659134
0.3,2.3,5002,"feature_3,feature_4",True,70.99274899979171,10.773163359807189,0.6178875602659134
0.3,2.3,5003,"feature_3,feature_4",True,71.2990856062309,10.685775755076902,0.6144952509398297
0.3,2.3,5004,"feature_3,feature_4",True,74.32070132318734,10.75250720074537,0.6178875602659134
0.3,2.3,5005,"feature_3,feature_4",True,72.80220791582225,10.78749848691908,0.6178875602659134
0.3,2.3,5006,"feature_3,feature_4",True,72.25155457902716,11.065632029589496,0.6178875602659134
0.3,2.3,5007,"feature_3,feature_4",True,73.30982611994774,11.17929714678582,0.6178875602659134
0.3,2.3,5008,"feature_3,feature_4",True,72.90560783876587,10.940848867618154,0.6178875602659134
0.3,2.3,5009,"feature_3,feature_4",True,72.3926269697115,10.843637932042895,0.6178875602659134
0.3,2.3,5010,"feature_3,feature_4",True,73.284861852713,10.763149261183463,0.6178875602659134
0.3,2.3,5011,"feature_3,feature_4",True,72.2824677598918,10.645578112714501,0.6178875602659134
0.3,2.3,5012,"feature_3,feature_4",True,71.25985848933641,10.771443010567465,0.6178875602659134
0.3,2.3,5013,"feature_3,feature_4",True,74.03068628709462,10.99344941980227,0.6178875602659134
0.3,2.3,5014,"feature_3,feature_4",True,70.52399149113899,10.86756493227946,0.6178875602659134
0.3,3.0,5000,"feature_3,feature_4",True,118.99353155620048,10.617358814431924,0.6178875602659134
0.3,3.0,5001,"feature_3,feature_4",True,117.83290920079122,10.791497438331232,0.6178875602659134
0.3,3.0,5002,"feature_3,feature_4",True,116.20882694849749,10.773163359807189,0.6178875602659134
0.3,3.0,5003,"feature_3,feature_4",True,116.89745193691692,10.685775755076902,0.6178875602659134
0.3,3.0,5004,"feature_3,feature_4",True,121.44588674331713,10.75250720074537,0.6178875602659134
0.3,3.0,5005,"feature_3,feature_4",True,119.23580425264322,10.78749848691908,0.6178875602659134
0.3,3.0,5006,"feature_3,feature_4",True,118.28224530520927,11.065632029589496,0.6178875602659134
0.3,3.0,5007,"feature_3,feature_4",True,119.94865297292964,11.17929714678582,0.6178875602659134
0.3,3.0,5008,"feature_3,feature_4",True,119.34591292006606,10.940848867618154,0.6178875602659134
0.3,3.0,5009,"feature_3,feature_4",True,118.60479324161838,10.843637932042895,0.6178875602659134
0.3,3.0,5010,"feature_3,feature_4",True,119.97604242191429,10.763149261183463,0.6178875602659134
0.3,3.0,5011,"feature_3,feature_4",True,118.57525549083024,10.645578112714501,0.6178875602659134
0.3,3.0,5012,"feature_3,feature_4",True,116.6493362685512,10.771443010567465,0.6178875602659134
0.3,3.0,5013,"feature_3,feature_4",True,121.0453275478989,10.99344941980227,0.6178875602659134
0.3,3.0,5014,"feature_3,feature_4",True,115.53355047259234,10.86756493227946,0.6178875602659134
0.3,4.0,5000,"feature_3,feature_4",True,206.97478524005743,10.617358814431924,0.6178875602659134
0.3,4.0,5001,"feature_3,feature_4",True,204.87103732305724,10.791497438331232,0.6178875602659134
0.3,4.0,5002,"feature_3,feature_4",True,202.06686648896647,10.773163359807189,0.6178875602659134
0.3,4.0,5003,"feature_3,feature_4",True,203.51989013476998,10.685775755076902,0.6178875602659134
0.3,4.0,5004,"feature_3,feature_4",True,210.86676953931092,10.75250720074537,0.6178875602659134
0.3,4.0,5005,"feature_3,feature_4",True,207.3512295254327,10.78749848691908,0.6178875602659134
0.3,4.0,5006,"feature_3,feature_4",True,205.70798859498046,11.065632029589496,0.6178875602659134
0.3,4.0,5007,"feature_3,feature_4",True,208.46185839176115,11.17929714678582,0.6178875602659134
0.3,4.0,5008,"feature_3,feature_4",True,207.50637077140814,10.940848867618154,0.6178875602659134
0.3,4.0,5009,"feature_3,feature_4",True,206.2836383878814,10.843637932042895,0.6178875602659134
0.3,4.0,5010,"feature_3,feature_4",True,208.62787315458712,10.763149261183463,0.6178875602659134
0.3,4.0,5011,"feature_3,feature_4",True,206.41972950586643,10.645578112714501,0.6178875602659134
0.3,4.0,5012,"feature_3,feature_4",True,202.7996103206388,10.771443010567465,0.6178875602659134
0.3,4.0,5013,"feature_3,feature_4",True,210.26925493379366,10.99344941980227,0.6178875602659134
0.3,4.0,5014,"feature_3,feature_4",True,200.95587786217598,10.86756493227946,0.6178875602659134
