param,value,seed,ari_A,ari_B,ari_C,silhouette,epsilon,rho_B,observed_evr_error,theorem1_bound_evr,theorem1_holds
relational_fraction,0.2,2018,0.026421097507033222,0.3195990257142564,0.0024363347289790642,0.3898870201995101,0.049393877474876766,0.6805956948298757,0.007117406897958023,0.04445448972738909,True
relational_fraction,0.2,2019,0.0975615712135775,0.3032221284860398,0.005344948743664486,0.3981006503183303,0.07424825911933491,0.6590103760143801,0.010488023072865737,0.06682343320740143,True
relational_fraction,0.3,2000,0.09482965115738995,0.362228015706449,-0.0013028885931565789,0.3837036871180105,0.07125970919696258,0.7578320465383127,0.009423496537344889,0.06413373827726632,True
relational_fraction,0.3,2001,0.10338362605485502,0.3629586892682978,0.0010173118153151816,0.3935042532572342,0.050640165587996125,0.7603240921084929,0.010583041047188236,0.04557614902919651,True
relational_fraction,0.3,2002,0.008053139608424804,0.3553622085670754,0.0010902008064576584,0.38490499668318945,0.04471090677794572,0.7550632731523232,0.008743611375285832,0.04023981610015115,True
relational_fraction,0.3,2003,0.052103411243735694,0.3467458814749425,-0.002241098155580407,0.3936642468641091,0.051686239736182756,0.7820368657463362,0.008907530138607433,0.04651761576256448,True
relational_fraction,0.3,2004,0.0689525918493825,0.3429063895886768,-0.00391962327195068,0.3940135194395326,0.0471585712055606,0.7729533758910988,0.007486562848506195,0.04244271408500454,True
relational_fraction,0.3,2005,0.049928870823975936,0.35362107722884845,0.001162285590679742,0.38538920844924146,0.039413324546222595,0.7581989372118034,0.007312084802552921,0.03547199209160033,True
relational_fraction,0.3,2006,0.0858263143238896,0.3507996234288275,-0.002744138883860036,0.3930185966073815,0.05707137476097418,0.7723660351327029,0.009089908685154403,0.051364237284876754,True
relational_fraction,0.3,2007,0.07552261631382028,0.3623067018366802,-0.0016812943908276717,0.3854259115469874,0.04459055074948118,0.7668865266587892,0.0063670026421087655,0.04013149567453306,True
relational_fraction,0.3,2008,0.035183939149209496,0.369680242287539,0.0010358548522378123,0.3861288763755074,0.04670676741624,0.7680902524294287,0.00494018380725858,0.042036090674616,True
relational_fraction,0.3,2009,0.017537639180728468,0.3641590169928939,0.0028689877074028077,0.3878167639167326,0.04140673610778809,0.7844835387210004,0.011085608940210679,0.037266062497009284,True
relational_fraction,0.3,2010,0.1176392897496838,0.3655868627393673,-0.0006617023477514632,0.3949390063877063,0.06278860805526146,0.7558202637047206,0.00764373365114841,0.05650974724973531,True
relational_fraction,0.3,2011,0.0923717477269141,0.35687026013311807,0.0018299608975272847,0.3926081070977252,0.05886435976481647,0.7685915515836111,0.011287778383837854,0.052977923788334824,True
relational_fraction,0.3,2012,0.05642121270786806,0.3620821848923896,0.005707607470434412,0.39624417829356445,0.057521958495336915,0.7771825328349052,0.006624737341045239,0.05176976264580322,True
relational_fraction,0.3,2013,0.01769466848207893,0.34231594353498934,0.002552285849204337,0.38495768669634506,0.06162281990177183,0.7520318246446105,0.010094972881181385,0.05546053791159465,True
relational_fraction,0.3,2014,0.04329521672195078,0.3569766234357398,0.0035905890025417636,0.3815437469060803,0.05420326752752447,0.7639783913551673,0.008095083122698332,0.04878294077477202,True
