seed,method,latent_dim,epochs_run,native_ari_a,native_ari_b,native_ari_c,posthoc_ari_at_k4,posthoc_ari_relational_at_k4,posthoc_ari_scale_at_k4,posthoc_best_k_by_silhouette,posthoc_ari_at_silhouette_best_k
1070,idec,10,60,0.21104779214963493,0.010754787480364578,-0.00018440065500656554,0.21274567704334058,0.011435882286897361,-0.00024988736937680536,4,0.21274567704334058
1071,dec,10,31,0.2417420710449252,0.01778698746203376,-0.0002610165257280911,0.2417420710449252,0.01778698746203376,-0.0002610165257280911,4,0.2417420710449252
1071,idec,10,60,0.3489011415312432,0.0035397015946233407,0.00026191953638500813,0.34897109277220556,0.003944835573021802,0.00033926431393165295,4,0.34897109277220556
1072,dec,10,21,0.4922048796440349,0.0013318881563418683,0.00016364421589383136,0.4924755882272122,0.0013214352461773584,0.0001653361685822649,4,0.4924755882272122
1072,idec,10,35,0.6709225942453697,0.00013591867558808247,-1.1754706787320642e-05,0.6713130789936911,9.901183007468511e-05,1.1115553497955522e-05,4,0.6713130789936911
1073,dec,10,21,0.6537793559409576,-5.67571620740182e-06,-9.464200492121558e-06,0.6537793559409576,-5.67571620740182e-06,-9.464200492121558e-06,4,0.6537793559409576
1073,idec,10,37,0.7046164693969436,-6.689695883922394e-05,1.770485952098536e-05,0.7040362822531909,-6.386163334074146e-05,1.2571721285346514e-05,4,0.7040362822531909
1074,dec,10,19,0.6222916940759868,0.0013992405629419072,1.3608921671083755e-05,0.622317298388054,0.001418543160327976,1.6010880891826958e-05,4,0.622317298388054
1074,idec,10,24,0.6495054839438839,0.00017256503668610092,6.502538735777164e-05,0.6506123431572307,0.0002608531523971655,7.572269063991715e-05,4,0.6506123431572307
1075,dec,10,21,0.5928690858835568,0.0028356946887866984,-0.00011055538767415992,0.5932774281694702,0.0030225597173947757,-0.00010442345880965985,4,0.5932774281694702
1075,idec,10,45,0.860461335749791,3.700955873561329e-05,3.0489810268451112e-05,0.8598431725869441,3.067233888324454e-05,2.7971616022827997e-05,4,0.8598431725869441
1076,dec,10,21,0.49197300506178565,0.0168247281898198,0.0003251649499897461,0.4926166616029127,0.017051454924842436,0.0003484066752990639,4,0.4926166616029127
1076,idec,10,49,0.5571825024119536,0.010686747017210762,0.0006104958798513921,0.5606943110975592,0.011621360464431948,0.0006130667306537723,4,0.5606943110975592
1077,dec,10,20,0.6385644350120956,-3.468857951505804e-05,-8.316182737819937e-06,0.6387439504361012,-3.3140510110592755e-05,-7.143390003870416e-06,4,0.6387439504361012
1077,idec,10,25,0.6397677921422652,-8.61697884542643e-05,-4.7674876730442055e-05,0.6419316364498335,-6.801159367221375e-05,-3.5362852080629095e-05,4,0.6419316364498335
1078,dec,10,25,0.607770102920017,0.00042444015669636486,-0.00024932279166320294,0.607770102920017,0.00042444015669636486,-0.00024932279166320294,4,0.607770102920017
1078,idec,10,25,0.6724165923928134,-7.721595736635713e-05,-9.91803273710952e-05,0.6723749151913655,-9.206789115259022e-05,-0.00013400886243343098,4,0.6723749151913655
1079,dec,10,26,0.29539844835799095,0.004766013913430031,-3.347913004085457e-05,0.2949809291020729,0.004732973317325197,-3.183356663548504e-05,4,0.2949809291020729
1079,idec,10,53,0.5885196379288083,0.001971999302874222,-8.797993997426366e-05,0.5907617001676425,0.0024323818466459152,-0.00012270673183215256,4,0.5907617001676425
